10,"1,26418790706713E+017",2011-10-18 22:06:03,text,class,apple
4108,"1,26614037608935E+017",2011-10-19 11:01:53,#Ballmer On Not Buying #Yahoo: â€œSometimes Youâ€™reÂ Luckyâ€ via @techcrunch http://t.co/MrjkOXnO #Microsoft,neutral,microsoft
4109,"1,2661391962316E+017",2011-10-19 11:01:25,Microsoft's Steve Ballmer attacks Android phones http://t.co/ExByurKL #windows #android #microsoft #google,neutral,microsoft
4110,"1,26613753499353E+017",2011-10-19 11:00:45,#Microsoft Windows Server 2008 R2 Enterprise OEM #preisvergleich http://t.co/0jWsfMQn Bewertung softline24 #test #Microsoft,neutral,microsoft
4111,"1,26613640278315E+017",2011-10-19 11:00:18,#Microsoft announces official SQL Server driver for #Linux - http://t.co/lgTx40UM #SqlServer,neutral,microsoft
4112,"1,2661363055172E+017",2011-10-19 11:00:16,There is a chance? #Microsoft and #Mobile http://t.co/p4ChgGwg,neutral,microsoft
4114,"1,26613447487128E+017",2011-10-19 10:59:32,RT @akipekka: Steve Ballmer: Bunch of new Nokia Windows Phones coming next week http://t.co/8F2FVygU via @esphoneblog #wp7 #nokia #microsoft,neutral,microsoft
4116,"1,2661327533192E+017",2011-10-19 10:58:51,"#Job #ICT System Administrator Windows: GSI Consultants, Zug http://t.co/96Vi7GIu #Microsoft #IT",neutral,microsoft
4119,"1,26611886979555E+017",2011-10-19 10:53:20,Steve Ballmer: Bunch of new Nokia Windows Phones coming next week http://t.co/8F2FVygU via @esphoneblog #wp7 #nokia #microsoft,neutral,microsoft
4120,"1,26611785666134E+017",2011-10-19 10:52:56,RT @qmatteoq: Leaving for #smau : I'll be at the #Microsoft stand as a trainer for the #wpdev labs. Meet me there!,neutral,microsoft
4123,"1,26611604925194E+017",2011-10-19 10:52:13,#microsoft â€˜People-Centricâ€™ Windows Phone 7.5 Update Released http://t.co/oImNAkVf,neutral,microsoft
4124,"1,26611557370184E+017",2011-10-19 10:52:02,Microsoft Stores giving away free Windows Phone devices with $499 spend #microsoft #wp7 #free #msftstore http://t.co/QbYUm2Ce,neutral,microsoft
4125,"1,26611372552356E+017",2011-10-19 10:51:18,Leaving for #smau : I'll be at the #Microsoft stand as a trainer for the #wpdev labs. Meet me there!,neutral,microsoft
4127,"1,26610800382181E+017",2011-10-19 10:49:01,Just walked in the door of the #Microsoft #kenyaopendoor conference...,neutral,microsoft
4130,"1,26610131671716E+017",2011-10-19 10:46:22,A New Landscape for Retail Banking: New report from #Efma with #Microsoft http://t.co/2XNz3F9C,neutral,microsoft
4131,"1,26610091855192E+017",2011-10-19 10:46:12,Windows 7 Roadmap = #Windows #8 Roadmap: M3 final 6.1.6801 (7) and 6.2.8102 (8). #Beta at #CES? :O #Microsoft,neutral,microsoft
4132,"1,26610035655705E+017",2011-10-19 10:45:59,Microsoft Stores giving away free Windows Phone devices with $499 spend http://t.co/YEVwfL4N #microsoft #windows,neutral,microsoft
4133,"1,26609904298492E+017",2011-10-19 10:45:28,Big Data and the Cloud - More Hype or a Real Workload? http://t.co/WA0bP7Mx #azure #hpc #microsoft,neutral,microsoft
4134,"1,26609815278592E+017",2011-10-19 10:45:06,#Microsoft acquisition of #Skype has closed. http://t.co/Vbr0CPKr Will it be integrated this with #technology like #Exchange and #Outlook?,neutral,microsoft
4136,"1,26608763456201E+017",2011-10-19 10:40:56,Novidade #Microsoft: RT @Cibereconomia: This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/yqh20Z0u,neutral,microsoft
4138,"1,26607853640364E+017",2011-10-19 10:37:19,"#Infosys, #Microsoft team up to offer #cloud #services - http://t.co/9dEVf9Tz",neutral,microsoft
4139,"1,26607793280127E+017",2011-10-19 10:37:04,#Microsoft India Webcast LIVE on Cloud Management with System Center App Controller Codename â€œConceroâ€ http://t.co/TSYXWdKh  #Cloud,neutral,microsoft
4141,"1,26607106953581E+017",2011-10-19 10:34:21,#Microsoft's Steve Ballmer attacks #Android phones http://t.co/cuoW78du,neutral,microsoft
4143,"1,26606671874228E+017",2011-10-19 10:32:37,Microsoft Excel: How To Alternate the Color Between Rows - http://t.co/x7TZk9sG #microsoft,neutral,microsoft
4144,"1,2660654655683E+017",2011-10-19 10:32:07,RT @guardiantech: #Microsoft Kinect brings 'playful learning' to the Xbox 360 http://t.co/ys79quRD #Gaming,neutral,microsoft
4148,"1,26606023174791E+017",2011-10-19 10:30:02,#OmniTouch #Microsoft  http://t.co/qwk0YUrH via @youtube,neutral,microsoft
4153,"1,26604925881954E+017",2011-10-19 10:25:41,Get #Microsoft #http://t.co/TMUrucvW certified now!! http://t.co/3Qr7XoCy,neutral,microsoft
4154,"1,26604903408869E+017",2011-10-19 10:25:35,Early cloud #Microsoft partners can qualify for Microsoft Cloud Accelerate! http://t.co/pjkyf0gf,neutral,microsoft
4155,"1,26604828150481E+017",2011-10-19 10:25:17,RT @MahimaKurra: @CloudNewsIndia #Microsoft Announces #Open Source based #Cloud Service http://t.co/MtK3XZ2l,neutral,microsoft
4156,"1,2660463189479E+017",2011-10-19 10:24:31,"Great, now #Skype is a part of #Microsoft stack http://t.co/vZfUv9OI.",neutral,microsoft
4157,"1,26604425832837E+017",2011-10-19 10:23:41,"#Microsoft CEO #Steve_Ballmer on Not Buying #Yahoo: â€œSometimes, Youâ€™re Luckyâ€ http://t.co/YgISO7xt",neutral,microsoft
4158,"1,26604425635693E+017",2011-10-19 10:23:41,"#Microsoft CEO #Steve_Ballmer on Not Buying #Yahoo: â€œSometimes, Youâ€™re Luckyâ€ http://t.co/D0u2o9nZ",neutral,microsoft
4159,"1,26604152536179E+017",2011-10-19 10:22:36,#Microsoft idea: Search the Internet like a celebrity (Todd Bishop/GeekWire) http://t.co/WhROX8KA,neutral,microsoft
4163,"1,26603598724477E+017",2011-10-19 10:20:24,Stand up for your freedom to install free software: http://t.co/IH5Ir0JY #secureboot #microsoft #linux #opensource #freedom,neutral,microsoft
4164,"1,26602791807496E+017",2011-10-19 10:17:12,@CloudNewsIndia #Microsoft Announces #Open Source based #Cloud Service http://t.co/MtK3XZ2l,neutral,microsoft
4167,"1,26602212511203E+017",2011-10-19 10:14:54,â–º #Job #IT #Projekt #Management #Microsoft  | Projekt fÃ¼r Freelancer: Programm Manager (m/w) in Berlin Â» http://t.co/MO4jtpTL,neutral,microsoft
4168,"1,266017354175E+017",2011-10-19 10:13:00,thinking thinking thinking thinking #dotnet #asp #microsoft,neutral,microsoft
4169,"1,26601553409876E+017",2011-10-19 10:12:17,"#HEUTE - #Microsoft #Office #2010 Home &amp; Student Product Key Card [1 User] - statt 149â‚¬ nur 89,99â‚¬ - http://t.co/hbKnmgdE",neutral,microsoft
4171,"1,26600989150159E+017",2011-10-19 10:10:02,Creating #Pareto charts using #Microsoft #Excel http://t.co/B59lPyCS,neutral,microsoft
4172,"1,26600074825445E+017",2011-10-19 10:06:24,#Microsoft Changes The Yet Known# Design of #Windows Eight http://t.co/EGa3wrr4,neutral,microsoft
4173,"1,2659998084787E+017",2011-10-19 10:06:02,#Google sets alternative to #Microsoft http://t.co/EqAzzbcz,neutral,microsoft
4176,"1,26599671400497E+017",2011-10-19 10:04:48,Watch short video on #Microsoft #Lync End User Adoption. A practical solution for users http://t.co/Qpk5DHEn #ITPro #UCOMS #OCS #WhyMSFT,neutral,microsoft
4179,"1,26599087389807E+017",2011-10-19 10:02:29,"#HEUTE - #Microsoft #Office #2010 Home &amp; Student Product Key Card [1 User] - statt 149â‚¬ nur 89,99â‚¬ - http://t.co/tdMFe0nI",neutral,microsoft
4180,"1,26598871760642E+017",2011-10-19 10:01:37,Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon â€œGot #Microsoftâ€œ? http://t.co/CStd8cPM #humor #foodie #microsoft,neutral,microsoft
4181,"1,26598867847348E+017",2011-10-19 10:01:36,Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon â€œGot #Microsoftâ€œ? http://t.co/DRvKSVF6 #humor #foodie #microsoft,neutral,microsoft
4184,"1,26598515248992E+017",2011-10-19 10:00:12,#Kinect Makes Learning Playful with Help from Sesame Street and National Geographic http://t.co/xQXP2uWx Genius idea ;) #Microsoft,neutral,microsoft
4185,"1,26597883477762E+017",2011-10-19 09:57:42,Windows Phone Tango and Apollo rumors suggest new screen specs #microsoft #wp7,neutral,microsoft
4186,"1,26597538794058E+017",2011-10-19 09:56:19,"Steve Ballmer, #Microsoft's chief executive believes that #Google's #Android mobile phones for being too complicated. What do you...",neutral,microsoft
4189,"1,26596825875612E+017",2011-10-19 09:53:30,#Kinect -projector makes all surfaces touchscreen #ar #touch #microsoft #xbox360 #gaming #games  http://t.co/67CMvCki,neutral,microsoft
4194,"1,26596088999313E+017",2011-10-19 09:50:34,â¦¿â—‰â¦¿ #Microsoft â€˜PocketTouchâ€™ enables device input through fabric http://t.co/KnEFYxTW #GeekWire,neutral,microsoft
4195,"1,26596045575684E+017",2011-10-19 09:50:23,"Ballmer On Not Buying Yahoo: â€œSometimes Youâ€™re Luckyâ€: Speaking today at Web 2.0, #Microsoftâ€¦ http://t.co/KOt83DxF",neutral,microsoft
4196,"1,26595447455367E+017",2011-10-19 09:48:01,"This coming from a guy who is #Microsoft PC, Mug, pen, everything RT @GiuseppePietta: @1Ngare both fail phones.windows phone 7 to the rescue",neutral,microsoft
4199,"1,2659501484646E+017",2011-10-19 09:46:18,Steve Ballmer people need to be computer scientists to figure out how to use #Android phones | @Telegraph http://t.co/B5X0SDgp #Microsoft,neutral,microsoft
4201,"1,26593877321843E+017",2011-10-19 09:41:47,Windows Phone Tango and Apollo rumors suggest new screen specs http://t.co/8X30jQAH #microsoft #windows,neutral,microsoft
4202,"1,26593636627513E+017",2011-10-19 09:40:49,RT @zayedbaloch: #Microsoft and #Nokia Announce suite of â€˜Microsoft Appsâ€™ for Nokiaâ€™s Symbian Belle Platform http://t.co/c1YryIFh #WP7 #WP75,neutral,microsoft
4203,"1,26593450253623E+017",2011-10-19 09:40:05,#Microsoft to Require yearly #Sustainability Reporting by Vendors http://t.co/71Rm0QOT via @CaelusGreenRoom #CSR #GMIC,neutral,microsoft
4204,"1,26592300070609E+017",2011-10-19 09:35:30,CLOUD NEWS - Infosys boosts its cloud solution with Microsoft partnership - http://t.co/RNHzqjGR - @Infosys #cloud #microsoft #azure,neutral,microsoft
4205,"1,26592158802264E+017",2011-10-19 09:34:57,"#Microsoft discontinued product named #ENSEMBLE STUDIOS on October 14, 2011. Review and comment: http://t.co/eJ8a2Msm",neutral,microsoft
4207,"1,26592000395985E+017",2011-10-19 09:34:19,"#Microsoft #Cloud Windows Intune: Microsoft Offers Cloud Partners New Incentive ...: ... calendar year, whi... http://t.co/ufI0YlL7 #TCN",neutral,microsoft
4208,"1,26591976408748E+017",2011-10-19 09:34:13,RT @joaoluisc: This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/Qcih8fjg #apple #microsoft,neutral,microsoft
4210,"1,26591072884359E+017",2011-10-19 09:30:38,#Microsoft #SCVMM #2012- Session by @virtualfat - all u need to know about the new 2012 version. #e2evc Register http://t.co/eZBtVm9Z,neutral,microsoft
4211,"1,26591029993406E+017",2011-10-19 09:30:28,This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/Qcih8fjg #apple #microsoft,neutral,microsoft
4212,"1,26590959290032E+017",2011-10-19 09:30:11,... and we were just told what a #microsoft minute is: it is 95 sconds + 1 second which is from 1 to 10 minutes. :),neutral,microsoft
4214,"1,26590231137886E+017",2011-10-19 09:27:17,#Microsoft and #Nokia Announce suite of â€˜Microsoft Appsâ€™ for Nokiaâ€™s Symbian Belle Platform http://t.co/c1YryIFh #WP7 #WP75,neutral,microsoft
4220,"1,26588750628258E+017",2011-10-19 09:21:24,"SeNews : Ballmer: 70% Of The Time, Google &amp; Bing Are The Same, So Try Bing! #Microsoft #Bing : http://t.co/6RmJ9Bgn",neutral,microsoft
4221,"1,26588693577339E+017",2011-10-19 09:21:11,SeNews : Microsoft extends revenue guarantees to Yahoo #Yahoo #Microsoft : http://t.co/bR3MHHVg,neutral,microsoft
4222,"1,26588643782574E+017",2011-10-19 09:20:59,SeNews : Ballmer on not buying Yahoo: 'Sometimes you're lucky' #Microsoft #Yahoo : http://t.co/E0kvSTj4,neutral,microsoft
4224,"1,26588145549574E+017",2011-10-19 09:19:00,RT @internetbh: #Microsoft shows 'touch screen' for any surface http://t.co/rT9g3pUH,neutral,microsoft
4225,"1,26586994536092E+017",2011-10-19 09:14:26,"Financial Services track at partner summit, 9 people in the room. And yet FS is such a lucrative channel #Microsoft #PartnerSummit",neutral,microsoft
4229,"1,26586306464727E+017",2011-10-19 09:11:41,Find &amp; give information about software bugs &amp; help improve #Microsoft products. Apply to become a #Beta Tester http://t.co/OSWEfixz #ITPro,neutral,microsoft
4232,"1,26585952394166E+017",2011-10-19 09:10:17,#Teamfollowback -Microsoft expands Windows Phone Marketplace to India #microsoft #windowsphone #india,neutral,microsoft
4235,"1,26585097297199E+017",2011-10-19 09:06:53,Check this video out -- Sesame Street and Nat Geo TV coming to Kinect http://t.co/iw7kjQ81 #xbox #kinect #microsoft,neutral,microsoft
4236,"1,26584640453612E+017",2011-10-19 09:05:04,Cerulean is the most advanced ERP cloud for hosted dynamics #microsoft #dynamics - http://t.co/4J53yJwd,neutral,microsoft
4238,"1,26583805229285E+017",2011-10-19 09:01:45,RT @Pocketlint: Ballmer on Nokia: Really looking forward to bunch of new devices next week http://t.co/xjUwssZs #wp7 #nokia #Microsoft,neutral,microsoft
4243,"1,26582210420675E+017",2011-10-19 08:55:25,#Microsoft announces two new Xbox 360 holiday bundles http://t.co/GgLwTSlT,neutral,microsoft
4245,"1,26582173787619E+017",2011-10-19 08:55:16,Omni Touch Screen System: going beyond the &quot;touch screens&quot; http://t.co/aROkfnOS  #Featured #Tech&amp;Gadgets #Microsoft #Omnitouch,neutral,microsoft
4246,"1,26581768529789E+017",2011-10-19 08:53:40,"Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/kHTDQSHo",neutral,microsoft
4247,"1,26581659612094E+017",2011-10-19 08:53:14,#Teamfollowback #Microsoft investigating Windows Phone Mango Zune freezing problems,neutral,microsoft
4249,"1,26581308158779E+017",2011-10-19 08:51:50,Check this video out -- OmniTouch - Demo Video #Microsoft demonstrates touch screen for any surface http://t.co/NL9E08Q7,neutral,microsoft
4250,"1,26581270435201E+017",2011-10-19 08:51:41,OmniTouch from #Microsoft makes every surface a #Touchscreen | #gadgets http://t.co/sSUrPnve,neutral,microsoft
4252,"1,26580539636449E+017",2011-10-19 08:48:47,"we are authorized test center PJ, Selangor, for IT #exams (#Cisco #CCNA, #Microsoft #MCSE, Red Hat #RHCE, etc.) http://t.co/16LPfctH",neutral,microsoft
4253,"1,26580273965048E+017",2011-10-19 08:47:45,ToWhat technological extensivity #Microsoft willProvide the #CloudComputing ? Thanks #MS for Bein aPart ofMy generation http://t.co/bsnbAhBp,neutral,microsoft
4254,"1,26580014819983E+017",2011-10-19 08:46:41,#Microsoft anuncia SQL Server ODBC Driver para Linux! http://t.co/kDbNjYyB  #MS #Linux #Opensource #SQL #Softwarelibre,neutral,microsoft
4255,"1,26579602524082E+017",2011-10-19 08:45:03,#Teamfollowback Microsoft Q1 2012 earnings results due on Thursday #microsoft,neutral,microsoft
4260,"1,26579169646752E+017",2011-10-19 08:43:20,Congratulations to Softline Pastel (@SageGroupZA) for winning #ISV of the Year at #Microsoft #partnersummit,neutral,microsoft
4261,"1,26579166589108E+017",2011-10-19 08:43:19,Vincent Mugambi #Microsoft takes us through #WP app,neutral,microsoft
4266,"1,26577845421097E+017",2011-10-19 08:38:04,#Microsoft #Cloud Infosys kicks off its cloud drive with Microsoft partnership: Infosys has accelerated its... http://t.co/utU4mwjK #TCN,neutral,microsoft
4268,"1,26577204078457E+017",2011-10-19 08:35:31,#Microsoft #Wireless #Keyboard 3000 Review http://t.co/C4GOy04V #wirelesskeyboardandmouse #mousecombos,neutral,microsoft
4270,"1,26577114005783E+017",2011-10-19 08:35:10,#Free Genuine Copy #Microsoft #Windows 8 Pre-Beta #OS: I donâ€™t know how long itâ€™s been outâ€¦ http://t.co/EY8GOIrk,neutral,microsoft
4271,"1,2657708508185E+017",2011-10-19 08:35:03,http://t.co/VgMYdlDS found article on  http://t.co/UAWHbOLz  Fake #Microsoft scammers lure users into #granting remote access to PCs,neutral,microsoft
4274,"1,26576350067818E+017",2011-10-19 08:32:08,Omni Touch Screen System: going beyond the &quot;touch screens&quot; http://t.co/SH2fCwuS  #Featured #Tech&amp;Gadgets #Microsoft #Omnitouch,neutral,microsoft
4276,"1,26576121784443E+017",2011-10-19 08:31:13,Pinball FX2 offers free 'Paranormal' table starting next Wednesday http://t.co/vYXqUbJg #microsoft #pinball_fx_2,neutral,microsoft
4292,"1,26573645421228E+017",2011-10-19 08:21:23,"RT @NeowinFeed: Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/Ja9sEesh #neowin",neutral,microsoft
4294,"1,26573265178202E+017",2011-10-19 08:19:52,RT @TCMagazine: Microsoft talks about the Start menu search in Windows 8 http://t.co/P8Go0gkS #microsoft #search #start #windows8,neutral,microsoft
4295,"1,2657318677409E+017",2011-10-19 08:19:34,"Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/Ja9sEesh #neowin",neutral,microsoft
4298,"1,26572513483436E+017",2011-10-19 08:16:53,RT @kalezo: we strongly recommend students that are following us to sign up for the #imaginecup 2012 contest! http://t.co/ytn5OHym #microsoft,neutral,microsoft
4299,"1,26572384126894E+017",2011-10-19 08:16:22,we strongly recommend students that are following us to sign up for the #imaginecup 2012 contest! http://t.co/ytn5OHym #microsoft,neutral,microsoft
4301,"1,26572306230288E+017",2011-10-19 08:16:04,#Microsoft's Steve Ballmer attacks #Android phones - #Telegraph http://t.co/EvkkeA8l via @Telegraph,neutral,microsoft
4302,"1,26572275876106E+017",2011-10-19 08:15:56,"Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft: A rumor has surfaced that sugg... http://t.co/wHDrAQO4",neutral,microsoft
4303,"1,26572275016286E+017",2011-10-19 08:15:56,"Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/gOQgJvvb #microsoft",neutral,microsoft
